Filename,Channel 1 Mean,Channel 1 Standard Deviation,Channel 1 Skewness,Channel 2 Mean,Channel 2 Standard Deviation,Channel 2 Skewness,Channel 3 Mean,Channel 3 Standard Deviation,Channel 3 Skewness,Color Richness,Color Palette 1 Red,Color Palette 1 Green,Color Palette 1 Blue,Color Palette 2 Red,Color Palette 2 Green,Color Palette 2 Blue,Color Palette 3 Red,Color Palette 3 Green,Color Palette 3 Blue,Color Palette 4 Red,Color Palette 4 Green,Color Palette 4 Blue,Color Palette 5 Red,Color Palette 5 Green,Color Palette 5 Blue,Genre
9223372032559829360.jpg,63.64930335655478,69.87171429376406,1.1535378219995185,12.127225459151362,17.043437943984035,10.610111332144417,148.24208423052565,116.08832867477828,-0.2657643834874951,0.1008277390753641,186.2592592592593,138.53086419753086,107.88888888888889,130.6065573770492,75.04918032786885,67.79508196721312,237.99999999999997,199.60317460317447,162.18253968253964,60.3963133640553,32.62211981566823,44.92626728110599,19.81057268722452,9.788546255506496,22.15638766519819,Baroque
9223372032559857872.jpg,84.832255859375,58.001366974302094,1.047808588375299,144.271078125,124.33896834017943,-0.2708772851784035,17.508099609375,13.63517011569082,9.546240936742956,0.116482421875,163.01098901098902,147.05494505494505,99.34065934065931,231.5555555555556,215.020202020202,176.86868686868686,19.63829787234043,18.898936170212732,10.505319148936152,55.373831775700936,52.84112149532713,31.584112149532693,88.11274509803921,81.94852941176471,46.15196078431372,Baroque
220574.jpg,210.287979003428,39.348111728144815,-2.9431817895268795,89.31593872428991,121.43004174022175,0.6303524465162723,8.430425899853086,2.418186590972898,15.768486343955754,0.0143999449069539,137.6875,132.15625,117.125,65.18750000000006,60.34375,47.09374999999997,197.0958904109589,190.95890410958904,172.35616438356163,230.4371859296483,225.93718592964825,213.1005025125628,220.1270207852194,214.88683602771363,198.15935334872975,Baroque
198653.jpg,88.84032386685188,57.59051229636408,0.2106221124238917,0.0,0.0,0.0,0.0,0.0,0.0,0.0007685085146884,177.46979865771806,177.46979865771806,177.46979865771806,129.33510638297878,129.33510638297878,129.33510638297878,53.17840375586858,53.17840375586858,53.17840375586858,92.10267857142856,92.10267857142856,92.10267857142856,18.880530973451272,18.880530973451272,18.880530973451272,Baroque
362753.jpg,75.6825678632614,41.21385427220015,0.5424981963185503,19.25007962848834,18.346727369602068,10.8082268112482,27.87809396727033,36.36952217073984,5.128943058637463,0.0809600274412021,193.77227722772275,133.42574257425744,60.55445544554456,148.02976190476187,94.30952380952382,46.113095238095234,115.09952606635068,65.36018957345972,39.64454976303317,80.86065573770489,38.74590163934427,30.163934426229503,46.03260869565213,22.35144927536236,19.094202898550748,Baroque
220212.jpg,175.428596306105,45.98897526679933,-1.384091692330478,33.56622079229772,84.94153934547482,2.219203108459437,9.623665480427048,2.097406692231925,-1.1490021517055595,0.0135796849568263,61.23076923076928,60.73076923076924,52.30769230769231,95.67857142857147,92.08333333333334,80.76190476190477,139.82758620689654,133.88505747126436,119.66666666666666,179.75,172.3181818181818,156.26136363636363,205.55957767722475,196.4027149321268,178.0256410256411,Baroque
198135.jpg,88.31744475138122,47.79204502838262,0.7462110638471592,16.373887354205035,36.52563192384292,6.108250439957234,61.21156077348066,97.2481056665296,1.4453108538457031,0.1389610190300798,222.2241379310345,192.53448275862075,141.41379310344826,162.60810810810815,120.25000000000004,101.06756756756758,84.77637130801688,62.303797468354446,60.54852320675105,123.62909090909092,87.6109090909091,75.72363636363636,44.10992907801421,32.51418439716308,36.58510638297872,Baroque
9223372032559829406.jpg,39.08646074139656,43.874254316324176,1.418760025057829,10.972960011804634,8.03217450610769,5.981424916359667,15.77275097142295,16.448933078116845,2.600488545155941,0.0514354106208909,186.88333333333333,133.23333333333332,60.55000000000002,142.57317073170734,90.25609756097558,25.573170731707314,95.12871287128716,50.93069306930694,15.168316831683171,54.3210332103321,22.239852398523997,7.870848708487086,22.1172839506173,5.736625514403322,2.701646090534986,Baroque
9223372032559829412.jpg,66.00382592061214,46.08216590369384,1.634494287310175,31.088230511716883,78.3185882283696,2.4800622645749884,13.8084616610872,11.80987870184028,13.426715687620124,0.0749481906583771,214.88888888888889,206.84444444444443,183.64444444444445,159.5,154.78571428571428,132.3392857142857,105.76415094339625,91.44339622641508,62.01886792452829,35.04359673024516,27.86920980926429,17.942779291553148,72.07042253521126,57.70657276995304,34.41314553990608,Baroque
220206.jpg,186.8278435741088,47.92252397608243,-1.351513006201518,67.42258003048781,112.28044266655638,1.0715938076130684,8.818582903377111,6.310128449192463,30.48381527219804,0.0164253048780487,146.74489795918367,140.6938775510204,124.9183673469388,233.56779661016947,232.4745762711864,226.91525423728817,82.84000000000003,78.84666666666662,67.41333333333334,191.20245398773005,184.478527607362,165.00613496932516,212.46496815286625,206.30360934182585,188.6242038216561,Baroque
