Filename,Channel 1 Mean,Channel 1 Standard Deviation,Channel 1 Skewness,Channel 2 Mean,Channel 2 Standard Deviation,Channel 2 Skewness,Channel 3 Mean,Channel 3 Standard Deviation,Channel 3 Skewness,Color Richness,Color Palette 1 Red,Color Palette 1 Green,Color Palette 1 Blue,Color Palette 2 Red,Color Palette 2 Green,Color Palette 2 Blue,Color Palette 3 Red,Color Palette 3 Green,Color Palette 3 Blue,Color Palette 4 Red,Color Palette 4 Green,Color Palette 4 Blue,Color Palette 5 Red,Color Palette 5 Green,Color Palette 5 Blue
262747.jpg,128.366001586962,88.16231604945627,-0.08264113362346787,0.0,0.0,0.0,0.0,0.0,0.0,2.4860009499242693e-05,138.03225806451613,138.03225806451613,138.03225806451613,77.09999999999998,77.09999999999998,77.09999999999998,194.00534759358294,194.00534759358294,194.00534759358294,230.48221343873527,230.48221343873527,230.48221343873527,26.881844380403592,26.881844380403592,26.881844380403592
261528.jpg,202.68749977074737,47.89773558327802,-2.177219238173143,0.0,0.0,0.0,0.0,0.0,0.0,0.00011737734983952315,55.94285714285712,55.94285714285712,55.94285714285712,115.77464788732395,115.77464788732395,115.77464788732395,173.38834951456312,173.38834951456312,173.38834951456312,208.67857142857144,208.67857142857144,208.67857142857144,227.61764705882345,227.61764705882345,227.61764705882345
262021.jpg,137.2155237160615,89.96261123735397,-0.19430789717243302,0.0,0.0,0.0,0.0,0.0,0.0,0.00016748446189074256,174.52542372881356,174.52542372881356,174.52542372881356,115.65789473684211,115.65789473684211,115.65789473684211,66.40983606557371,66.40983606557371,66.40983606557371,22.817460317460373,22.817460317460373,22.817460317460373,223.48372093023266,223.48372093023266,223.48372093023266
262035.jpg,135.85618200409,74.16110341551023,-0.38213514222668005,0.0,0.0,0.0,0.0,0.0,0.0,0.000174505794137696,72.29192546583855,72.29192546583855,72.29192546583855,125.19753086419752,125.19753086419752,125.19753086419752,22.144444444444417,22.144444444444417,22.144444444444417,180.47465437788023,180.47465437788023,180.47465437788023,212.63928571428565,212.63928571428565,212.63928571428565
188454.jpg,24.341294498381878,46.26970190288543,2.2068214177931536,20.585970873786408,61.31574626535033,3.482463251268384,63.22451051779935,104.63781989853386,1.2416818026365262,0.2047411003236246,216.66666666666666,220.75,215.25,146.91379310344828,138.32758620689654,130.10344827586204,106.7848101265823,84.53164556962024,44.265822784810126,59.00943396226415,26.00943396226415,17.92452830188679,6.310067114094018,1.2228187919462847,3.808053691275177
262753.jpg,134.9325219466462,92.59987097790075,-0.13943800579460042,0.0,0.0,0.0,0.0,0.0,0.0,2.4935773337716575e-05,140.6,140.6,140.6,67.25806451612898,67.25806451612898,67.25806451612898,240.68141592920347,240.68141592920347,240.68141592920347,203.3467741935483,203.3467741935483,203.3467741935483,24.451923076922995,24.451923076922995,24.451923076922995
278723.jpg,223.73931884765625,30.61694733043342,-1.4700504181643386,4.266886393229167,21.070382376084165,11.721467787244345,57.69319152832031,96.92352728112893,1.518689129563744,0.034271240234375,121.57142857142858,110.05714285714286,90.91428571428575,179.45901639344265,164.88524590163937,141.01639344262298,200.66504854368935,192.995145631068,181.16019417475732,242.00293255131967,224.36950146627566,199.58357771260998,254.0840336134454,249.29131652661067,252.97478991596643
261514.jpg,216.49579286474975,27.436561340079738,-4.744701184210581,0.0,0.0,0.0,0.0,0.0,0.0,0.00013631522896698616,153.76190476190476,153.76190476190476,153.76190476190476,65.13636363636365,65.13636363636365,65.13636363636365,232.93333333333337,232.93333333333337,232.93333333333337,203.74570446735396,203.74570446735396,203.74570446735396,219.48765432098767,219.48765432098767,219.48765432098767
261500.jpg,142.7123182238668,74.84763690007603,-0.40281227055591595,0.0,0.0,0.0,0.0,0.0,0.0,0.00015787850755473326,168.20138888888886,168.20138888888886,168.20138888888886,18.163265306122526,18.163265306122526,18.163265306122526,118.06547619047618,118.06547619047618,118.06547619047618,67.13513513513517,67.13513513513517,67.13513513513517,216.82022471910122,216.82022471910122,216.82022471910122
9223372032559851595.jpg,70.52866043023785,38.63294177831435,0.7197035617402371,14.397623360938578,11.811176609385845,9.309001348142418,45.683130922924136,66.19540640091334,2.6594756466778455,0.08290726152603141,217.1290322580645,147.5806451612903,51.12903225806451,153.65322580645162,98.87096774193549,35.79032258064516,34.79150579150572,22.945945945945972,23.521235521235525,113.12820512820515,67.42124542124542,31.24175824175824,78.87539936102237,43.996805111821075,24.987220447284347
