Filename,Channel 1 Mean,Channel 1 Standard Deviation,Channel 1 Skewness,Channel 2 Mean,Channel 2 Standard Deviation,Channel 2 Skewness,Channel 3 Mean,Channel 3 Standard Deviation,Channel 3 Skewness,Color Richness,Color Palette 1 Red,Color Palette 1 Green,Color Palette 1 Blue,Color Palette 2 Red,Color Palette 2 Green,Color Palette 2 Blue,Color Palette 3 Red,Color Palette 3 Green,Color Palette 3 Blue,Color Palette 4 Red,Color Palette 4 Green,Color Palette 4 Blue,Color Palette 5 Red,Color Palette 5 Green,Color Palette 5 Blue,Genre
9223372032559873720.jpg,139.08737227397458,36.15206412938192,-0.228871483503764,76.95032631065858,105.61927297982604,1.0218424629718057,52.69846548238013,48.10135827748726,3.374933012862336,0.1362818638070479,121.8235294117647,128.0672268907563,106.8655462184874,197.70833333333331,192.4333333333333,151.09999999999997,106.23780487804872,68.20731707317074,26.53048780487805,191.21857923497265,152.66120218579235,69.30054644808743,166.0217391304348,116.32850241545891,27.181159420289774,Symbolism
9223372032559869963.jpg,121.58008316661405,54.88844779258556,-0.0869980879385024,187.5042209991734,105.7356311142432,-1.168009095778274,74.58574712716623,96.68623956207624,1.1383800678806055,0.4078606887820263,203.36,212.14,212.13000000000005,133.4878048780488,163.59146341463412,173.469512195122,43.03867403314919,39.60773480662979,17.419889502762487,127.52083333333336,139.09999999999997,98.93333333333334,93.0825396825397,95.8412698412698,59.07301587301592,Symbolism
228316.jpg,140.48373813922817,54.63623260241516,-0.0264385168194093,175.61399543826948,114.31344102622108,-0.8287520599058777,113.5439104712698,117.36769657130722,0.284748068001121,0.0442524648060038,220.145038167939,224.32824427480915,219.16793893129767,183.140350877193,183.05847953216372,174.5497076023392,50.84324324324328,57.54594594594593,59.17297297297294,149.24242424242425,142.21212121212122,124.17316017316016,102.81560283687948,105.9255319148936,96.51418439716312,Symbolism
228302.jpg,167.77078206214014,49.078056794306406,-1.022785442394341,175.08763322793578,113.92391247817756,-0.8087739305601204,96.41341297151988,118.75645334606855,0.5662653268575116,0.0325333305790834,38.6290322580645,29.967741935483843,29.403225806451587,109.29479768786123,110.635838150289,105.57225433526008,220.64640883977896,227.23756906077352,219.9116022099447,152.34154929577466,151.5739436619718,145.443661971831,189.42666666666665,187.16666666666663,177.3433333333333,Symbolism
9223372032559833847.jpg,137.19813594007786,52.060624185168194,-0.047470684563649,55.14206258149883,97.49579034040968,1.5174780952599964,45.74810529504916,85.31285024059471,1.9460145653320868,0.0652656286937167,54.98130841121497,42.68224299065422,37.59813084112152,209.94444444444449,205.88271604938276,199.16049382716045,167.44827586206898,160.0991379310345,152.1896551724138,107.02941176470593,78.1260504201681,61.76890756302518,130.66666666666669,119.54022988505749,108.91954022988506,Symbolism
9223372032559833853.jpg,113.1136587637442,55.27137768350175,0.2145796482221466,23.426748519081148,22.00143934912589,8.696388126825667,43.04589517224473,16.461436872678917,-0.5216020699661207,0.0244537479102366,244.75862068965515,200.8505747126437,96.19540229885057,215.4421052631579,148.16842105263157,45.99999999999999,65.86635944700468,32.74193548387102,12.788018433179708,174.42231075697208,99.13545816733068,22.099601593625493,127.80784313725486,61.34901960784312,14.596078431372534,Symbolism
9223372032559858189.jpg,140.11347597875516,54.939077088854695,-0.2703895770855342,105.82646798661092,122.82480592194344,0.3404752606621295,66.86522462562397,94.2886616451816,1.0527101286382776,0.1898592120080895,125.85,167.53000000000003,223.91000000000008,71.06962025316456,111.80379746835445,173.43670886075952,160.93137254901958,151.593137254902,136.0686274509804,210.42035398230087,199.51769911504417,184.88495575221248,71.49679487179492,77.23076923076918,58.17307692307702,Symbolism
9223372032559834053.jpg,125.1184370598028,63.81763332736622,0.2547863766394777,112.04861730996664,122.3171924364973,0.273919554477093,110.52112099161602,118.1191180072229,0.3183578058419083,0.0680994497299496,224.8053691275168,225.73154362416105,219.3020134228188,177.77710843373498,176.2710843373494,159.79518072289162,130.0103626943005,130.46632124352334,120.47668393782382,100.19915254237289,79.94067796610169,74.72033898305087,46.79296874999999,47.84375,54.17187499999997,Symbolism
228276.jpg,135.549386821467,54.201854865496685,-0.4058756270255529,55.17982661848378,95.95419850626776,1.5644845228904083,33.44192372751038,33.360025992268866,5.620486245426947,0.0892180532062125,223.7019230769231,209.9230769230769,157.06730769230765,194.8530805687204,174.2464454976303,110.55450236966824,60.54460093896715,42.788732394366136,33.36150234741778,139.79111111111112,89.52000000000002,52.4622222222222,166.31578947368422,137.36032388663966,79.92307692307692,Symbolism
9223372032559834084.jpg,126.14255120345506,42.824982154189904,0.0874811795589742,58.66683339217763,91.5071076380164,1.576991645217474,29.329467664166675,30.571689958469285,6.164582691019297,0.0386939151429559,220.16666666666669,181.97619047619048,132.5079365079365,105.83030303030304,109.72727272727272,82.02424242424243,70.02923976608184,58.03508771929824,42.68421052631581,140.39271255060729,86.86234817813764,55.20647773279352,182.47766323024052,134.71134020618555,85.98281786941578,Symbolism
